0	 1.00 	14
0	 2.00 	12
1	 1.00 	11
1	 2.00 	13
2	 1.00 	11
2	 2.00 	11
2	 3.00 	13
3	 1.00 	11
3	 2.00 	11
3	 3.00 	11
4	 1.00 	11
4	 2.00 	11
4	 3.00 	11
5	 1.00 	11
5	 2.00 	11
6	 1.00 	11
7	 1.00 	11
8	 1.00 	11
9	 1.00 	11
10	 1.00 	11
11	 1.00 	11
12	 1.00 	11
13	 1.00 	11
14	 1.00 	11
15	 1.00 	11
16	 1.00 	11
17	 1.00 	11
18	 1.00 	11
19	 1.00 	11
20	 1.00 	11
21	 1.00 	11
22	 1.00 	11
23	 1.00 	11
24	 1.00 	11
25	 1.00 	11
26	 1.00 	11
27	 1.00 	11
28	 1.00 	11
29	 1.00 	11
30	 1.00 	11
31	 1.00 	11
32	 1.00 	11
33	 1.00 	11
34	 1.00 	11
35	 1.00 	11
36	 1.00 	11
37	 1.00 	11
38	 1.00 	11
39	 1.00 	11
40	 1.00 	11
41	 1.00 	11
42	 1.00 	11
43	 1.00 	11
